ID,Release,Header,DateCreated,DateTime,HasTime,ReportDate,Actual,Prior,Revision,Consensus,EstimateHigh,EstimateLow,EstimateMedian,EstimateNumber,Deviation,Country,ReleaseName,ReleaseID
130,AU Unemployment Rate,,2016-01-11 11:44:29 AM,2015-09-10 12:30:00 AM,False,0001-01-01 12:00:00 AM,"6,2",0,0,"6,2","6,4",6,"6,2",29,0,AU,AU Unemployment Rate,118
131,AU Unemployment Rate,,2016-01-11 11:44:29 AM,2015-10-15 12:30:00 AM,False,0001-01-01 12:00:00 AM,"6,2",0,0,"6,2","6,3","6,1","6,2",30,0,AU,AU Unemployment Rate,118
132,AU Unemployment Rate,,2016-01-11 11:44:29 AM,2015-11-12 12:30:00 AM,False,0001-01-01 12:00:00 AM,"5,9",0,0,"6,2","6,3",6,"6,2",28,"-0,3",AU,AU Unemployment Rate,118
133,AU Unemployment Rate,,2016-01-11 11:44:29 AM,2015-12-10 12:30:00 AM,False,0001-01-01 12:00:00 AM,"5,8",0,0,6,"6,1","5,9",6,27,"-0,2",AU,AU Unemployment Rate,118
134,AU AiG Performance of Mfg Idx,,2016-01-11 11:44:30 AM,2015-02-01 10:30:00 PM,False,0001-01-01 12:00:00 AM,49,0,0,0,0,0,0,-2147483648,49,AU,AU AiG Performance of Mfg Idx,119
135,AU AiG Performance of Mfg Idx,,2016-01-11 11:44:30 AM,2015-03-01 10:30:00 PM,False,0001-01-01 12:00:00 AM,"45,4",0,0,0,0,0,0,-2147483648,"45,4",AU,AU AiG Performance of Mfg Idx,119
136,AU AiG Performance of Mfg Idx,,2016-01-11 11:44:30 AM,2015-03-31 10:30:00 PM,False,0001-01-01 12:00:00 AM,"46,3",0,0,0,0,0,0,-2147483648,"46,3",AU,AU AiG Performance of Mfg Idx,119
137,AU AiG Performance of Mfg Idx,,2016-01-11 11:44:30 AM,2015-04-30 10:30:00 PM,False,0001-01-01 12:00:00 AM,48,0,0,0,0,0,0,-2147483648,48,AU,AU AiG Performance of Mfg Idx,119
138,AU AiG Performance of Mfg Idx,,2016-01-11 11:44:30 AM,2015-05-31 10:30:00 PM,False,0001-01-01 12:00:00 AM,"52,3",0,0,0,0,0,0,-2147483648,"52,3",AU,AU AiG Performance of Mfg Idx,119
139,AU AiG Performance of Mfg Idx,,2016-01-11 11:44:30 AM,2015-06-30 10:30:00 PM,False,0001-01-01 12:00:00 AM,"44,2",0,0,0,0,0,0,-2147483648,"44,2",AU,AU AiG Performance of Mfg Idx,119
140,AU AiG Performance of Mfg Idx,,2016-01-11 11:44:30 AM,2015-08-02 10:30:00 PM,False,0001-01-01 12:00:00 AM,"50,4",0,0,0,0,0,0,-2147483648,"50,4",AU,AU AiG Performance of Mfg Idx,119
141,AU AiG Performance of Mfg Idx,,2016-01-11 11:44:30 AM,2015-08-31 10:30:00 PM,False,0001-01-01 12:00:00 AM,"51,7",0,0,0,0,0,0,-2147483648,"51,7",AU,AU AiG Performance of Mfg Idx,119
142,AU AiG Performance of Mfg Idx,,2016-01-11 11:44:30 AM,2015-09-30 10:30:00 PM,False,0001-01-01 12:00:00 AM,"52,1",0,0,0,0,0,0,-2147483648,"52,1",AU,AU AiG Performance of Mfg Idx,119
143,AU AiG Performance of Mfg Idx,,2016-01-11 11:44:30 AM,2015-11-01 10:30:00 PM,False,0001-01-01 12:00:00 AM,"50,2",0,0,0,0,0,0,-2147483648,"50,2",AU,AU AiG Performance of Mfg Idx,119
144,AU AiG Performance of Mfg Idx,,2016-01-11 11:44:30 AM,2015-11-30 10:30:00 PM,False,0001-01-01 12:00:00 AM,"52,5",0,0,0,0,0,0,-2147483648,"52,5",AU,AU AiG Performance of Mfg Idx,119
145,AU AiG Performance of Mfg Idx,,2016-01-11 11:44:30 AM,2016-01-03 10:30:00 PM,False,0001-01-01 12:00:00 AM,"51,9",0,0,0,0,0,0,-2147483648,"51,9",AU,AU AiG Performance of Mfg Idx,119
146,AU Construction Work QoQ,,2016-01-11 11:44:31 AM,2015-05-27 12:30:00 AM,False,0001-01-01 12:00:00 AM,"-1,1",0,0,"-1,2","3,8",-5,"-1,4",21,"0,0999999999999999",AU,AU Construction Work QoQ,120
147,AU Construction Work QoQ,,2016-01-11 11:44:31 AM,2015-08-26 12:30:00 AM,False,0001-01-01 12:00:00 AM,"2,1",0,0,"-1,5","3,5","-4,5","-1,5",19,"3,6",AU,AU Construction Work QoQ,120
148,AU Construction Work QoQ,,2016-01-11 11:44:31 AM,2015-11-25 12:30:00 AM,False,0001-01-01 12:00:00 AM,"-3,6",0,0,"-1,9","3,5","-6,1",-2,19,"-1,7",AU,AU Construction Work QoQ,120
149,AU CPI Trimmed Mean YoY,,2016-01-11 11:44:33 AM,2015-04-22 12:30:00 AM,False,0001-01-01 12:00:00 AM,"2,3",0,0,"2,2","2,3","1,9","2,2",26,"0,0999999999999996",AU,AU CPI Trimmed Mean YoY,121
150,AU CPI Trimmed Mean YoY,,2016-01-11 11:44:33 AM,2015-07-22 12:30:00 AM,False,0001-01-01 12:00:00 AM,"2,2",0,0,"2,2","2,4","2,1","2,1",23,0,AU,AU CPI Trimmed Mean YoY,121
151,AU CPI Trimmed Mean YoY,,2016-01-11 11:44:33 AM,2015-10-28 12:30:00 AM,False,0001-01-01 12:00:00 AM,"2,1",0,0,"2,4","2,6","2,3","2,4",24,"-0,3",AU,AU CPI Trimmed Mean YoY,121
152,AU CPI Weighted Median QoQ,,2016-01-11 11:44:34 AM,2015-04-22 12:30:00 AM,False,0001-01-01 12:00:00 AM,"0,8",0,0,"0,5","0,7","0,4","0,5",25,"0,3",AU,AU CPI Weighted Median QoQ,122
153,AU CPI Weighted Median QoQ,,2016-01-11 11:44:34 AM,2015-07-22 12:30:00 AM,False,0001-01-01 12:00:00 AM,"0,5",0,0,"0,6","0,7","0,4","0,6",23,"-0,1",AU,AU CPI Weighted Median QoQ,122
154,AU CPI Weighted Median QoQ,,2016-01-11 11:44:34 AM,2015-10-28 12:30:00 AM,False,0001-01-01 12:00:00 AM,"0,3",0,0,"0,5","0,7","0,4","0,5",24,"-0,2",AU,AU CPI Weighted Median QoQ,122
155,AU CPI Weighted Median YoY,,2016-01-11 11:44:36 AM,2015-04-22 12:30:00 AM,False,0001-01-01 12:00:00 AM,"2,5",0,0,"2,3","2,5","1,9","2,3",26,"0,2",AU,AU CPI Weighted Median YoY,123
156,AU CPI Weighted Median YoY,,2016-01-11 11:44:36 AM,2015-07-22 12:30:00 AM,False,0001-01-01 12:00:00 AM,"2,4",0,0,"2,3","2,5","2,1","2,3",23,"0,1",AU,AU CPI Weighted Median YoY,123
157,AU CPI Weighted Median YoY,,2016-01-11 11:44:36 AM,2015-10-28 12:30:00 AM,False,0001-01-01 12:00:00 AM,"2,2",0,0,"2,5","2,7","2,4","2,5",24,"-0,3",AU,AU CPI Weighted Median YoY,123
158,AU Current Account,,2016-01-11 11:44:37 AM,2015-06-02 12:30:00 AM,False,0001-01-01 12:00:00 AM,-13430,0,0,-10693,-4350,-14000,-10800,22,-2737,AU,AU Current Account,124
159,AU Current Account,,2016-01-11 11:44:37 AM,2015-09-01 12:30:00 AM,False,0001-01-01 12:00:00 AM,-20506,0,0,-15642,-13500,-17200,-15900,24,-4864,AU,AU Current Account,124
160,AU Current Account,,2016-01-11 11:44:37 AM,2015-12-01 12:30:00 AM,False,0001-01-01 12:00:00 AM,-18104,0,0,-16052,-9900,-17300,-16500,23,-2052,AU,AU Current Account,124
161,AU Gross Company Profits QoQ,,2016-01-11 11:44:39 AM,2015-06-01 12:30:00 AM,False,0001-01-01 12:00:00 AM,"-0,1",0,0,"-0,1",2,"-2,1",0,18,0,AU,AU Gross Company Profits QoQ,125
162,AU Gross Company Profits QoQ,,2016-01-11 11:44:39 AM,2015-08-31 12:30:00 AM,False,0001-01-01 12:00:00 AM,"-0,5",0,0,"-1,6",2,"-4,5",-2,17,"1,1",AU,AU Gross Company Profits QoQ,125
163,AU Gross Company Profits QoQ,,2016-01-11 11:44:39 AM,2015-11-30 12:30:00 AM,False,0001-01-01 12:00:00 AM,"1,3",0,0,1,"2,9","-1,5",1,17,"0,3",AU,AU Gross Company Profits QoQ,125
164,AU Inventories QoQ,,2016-01-11 11:44:40 AM,2015-06-01 12:30:00 AM,False,0001-01-01 12:00:00 AM,"0,6",0,0,"0,1",1,"-0,7","0,1",20,"0,5",AU,AU Inventories QoQ,126
165,AU Inventories QoQ,,2016-01-11 11:44:40 AM,2015-08-31 12:30:00 AM,False,0001-01-01 12:00:00 AM,"0,2",0,0,"0,3","1,5","-0,5","0,2",19,"-0,1",AU,AU Inventories QoQ,126
166,AU Inventories QoQ,,2016-01-11 11:44:40 AM,2015-11-30 12:30:00 AM,False,0001-01-01 12:00:00 AM,"0,1",0,0,"0,1",1,-1,0,19,0,AU,AU Inventories QoQ,126
167,AU Private Capital Expenses QoQ,,2016-01-11 11:44:42 AM,2015-05-28 12:30:00 AM,False,0001-01-01 12:00:00 AM,"-5,3",0,0,"-2,2","0,8","-5,4","-2,2",22,"-3,1",AU,AU Private Capital Expenses QoQ,127
168,AU Private Capital Expenses QoQ,,2016-01-11 11:44:42 AM,2015-08-27 12:30:00 AM,False,0001-01-01 12:00:00 AM,"-4,4",0,0,"-3,3",3,-15,"-2,5",21,"-1,1",AU,AU Private Capital Expenses QoQ,127
169,AU Private Capital Expenses QoQ,,2016-01-11 11:44:42 AM,2015-11-26 12:30:00 AM,False,0001-01-01 12:00:00 AM,"-9,2",0,0,"-2,7",2,"-9,6","-2,9",22,"-6,5",AU,AU Private Capital Expenses QoQ,127
170,AU Private Credit MoM,,2016-01-11 11:44:43 AM,2015-02-27 12:30:00 AM,False,0001-01-01 12:00:00 AM,"0,6",0,0,"0,51","0,6","0,4","0,5",18,"0,09",AU,AU Private Credit MoM,128
171,AU Private Credit MoM,,2016-01-11 11:44:43 AM,2015-03-31 12:30:00 AM,False,0001-01-01 12:00:00 AM,"0,5",0,0,"0,55","0,7","0,4","0,5",20,"-0,05",AU,AU Private Credit MoM,128
172,AU Private Credit MoM,,2016-01-11 11:44:43 AM,2015-04-30 12:30:00 AM,False,0001-01-01 12:00:00 AM,"0,5",0,0,"0,52","0,7","0,4","0,5",20,"-0,02",AU,AU Private Credit MoM,128
173,AU Private Credit MoM,,2016-01-11 11:44:43 AM,2015-05-29 12:30:00 AM,False,0001-01-01 12:00:00 AM,"0,4",0,0,"0,54","0,7","0,5","0,5",20,"-0,14",AU,AU Private Credit MoM,128
174,AU Private Credit MoM,,2016-01-11 11:44:43 AM,2015-06-30 12:30:00 AM,False,0001-01-01 12:00:00 AM,"0,5",0,0,"0,47","0,6","0,4","0,5",20,"0,03",AU,AU Private Credit MoM,128
175,AU Private Credit MoM,,2016-01-11 11:44:43 AM,2015-07-31 12:30:00 AM,False,0001-01-01 12:00:00 AM,"0,4",0,0,"0,49","0,8","0,4","0,5",19,"-0,09",AU,AU Private Credit MoM,128
176,AU Private Credit MoM,,2016-01-11 11:44:43 AM,2015-08-31 12:30:00 AM,False,0001-01-01 12:00:00 AM,"0,6",0,0,"0,46","0,7","0,3","0,5",22,"0,14",AU,AU Private Credit MoM,128
177,AU Private Credit MoM,,2016-01-11 11:44:43 AM,2015-09-30 12:30:00 AM,False,0001-01-01 12:00:00 AM,"0,6",0,0,"0,48","0,6","0,4","0,5",19,"0,12",AU,AU Private Credit MoM,128
178,AU Private Credit MoM,,2016-01-11 11:44:43 AM,2015-10-30 12:30:00 AM,False,0001-01-01 12:00:00 AM,"0,8",0,0,"0,55","0,7","0,5","0,5",20,"0,25",AU,AU Private Credit MoM,128
179,AU Private Credit MoM,,2016-01-11 11:44:43 AM,2015-11-30 12:30:00 AM,False,0001-01-01 12:00:00 AM,"0,7",0,0,"0,58","0,7","0,5","0,6",21,"0,12",AU,AU Private Credit MoM,128
180,AU Private Credit MoM,,2016-01-11 11:44:43 AM,2015-12-31 12:30:00 AM,False,0001-01-01 12:00:00 AM,"0,4",0,0,"0,6","0,7","0,5","0,6",19,"-0,2",AU,AU Private Credit MoM,128
181,AU WPI QoQ,,2016-01-11 11:44:44 AM,2015-05-13 12:30:00 AM,False,0001-01-01 12:00:00 AM,"0,5",0,0,"0,6","0,8","0,5","0,6",23,"-0,1",AU,AU WPI QoQ,129
182,AU WPI QoQ,,2016-01-11 11:44:44 AM,2015-08-12 12:30:00 AM,False,0001-01-01 12:00:00 AM,"0,58",0,0,"0,57","0,8","0,5","0,6",21,"0,01",AU,AU WPI QoQ,129
183,AU WPI QoQ,,2016-01-11 11:44:44 AM,2015-11-18 12:30:00 AM,False,0001-01-01 12:00:00 AM,"0,58",0,0,"0,58","0,7","0,5","0,6",24,0,AU,AU WPI QoQ,129
184,AU WPI YoY,,2016-01-11 11:44:46 AM,2015-05-13 12:30:00 AM,False,0001-01-01 12:00:00 AM,"2,3",0,0,"2,4","2,6","2,3","2,4",20,"-0,1",AU,AU WPI YoY,130
185,AU WPI YoY,,2016-01-11 11:44:46 AM,2015-08-12 12:30:00 AM,False,0001-01-01 12:00:00 AM,"2,3",0,0,"2,3","2,4","2,2","2,3",21,0,AU,AU WPI YoY,130
186,AU WPI YoY,,2016-01-11 11:44:46 AM,2015-11-18 12:30:00 AM,False,0001-01-01 12:00:00 AM,"2,3",0,0,"2,3","2,4","2,2","2,3",22,0,AU,AU WPI YoY,130
187,AU Consumer Confidence,,2016-01-11 11:44:47 AM,2015-01-20 11:30:00 PM,False,0001-01-01 12:00:00 AM,"2,4",0,0,0,0,0,0,-2147483648,"2,4",AU,AU Consumer Confidence,131
188,AU Consumer Confidence,,2016-01-11 11:44:47 AM,2015-02-10 11:30:00 PM,False,0001-01-01 12:00:00 AM,8,0,0,0,0,0,0,-2147483648,8,AU,AU Consumer Confidence,131
189,AU Consumer Confidence,,2016-01-11 11:44:47 AM,2015-03-10 11:30:00 PM,False,0001-01-01 12:00:00 AM,"-1,2",0,0,0,0,0,0,-2147483648,"-1,2",AU,AU Consumer Confidence,131
190,AU Consumer Confidence,,2016-01-11 11:44:47 AM,2015-04-14 11:30:00 PM,False,0001-01-01 12:00:00 AM,"-3,2",0,0,0,0,0,0,-2147483648,"-3,2",AU,AU Consumer Confidence,131
191,AU Consumer Confidence,,2016-01-11 11:44:47 AM,2015-05-19 11:30:00 PM,False,0001-01-01 12:00:00 AM,"6,4",0,0,0,0,0,0,-2147483648,"6,4",AU,AU Consumer Confidence,131
192,AU Consumer Confidence,,2016-01-11 11:44:47 AM,2015-06-09 11:30:00 PM,False,0001-01-01 12:00:00 AM,"-6,9",0,0,0,0,0,0,-2147483648,"-6,9",AU,AU Consumer Confidence,131
193,AU Consumer Confidence,,2016-01-11 11:44:47 AM,2015-07-14 11:30:00 PM,False,0001-01-01 12:00:00 AM,"-3,2",0,0,0,0,0,0,-2147483648,"-3,2",AU,AU Consumer Confidence,131
194,AU Consumer Confidence,,2016-01-11 11:44:47 AM,2015-08-11 11:30:00 PM,False,0001-01-01 12:00:00 AM,"7,8",0,0,0,0,0,0,-2147483648,"7,8",AU,AU Consumer Confidence,131
195,AU Consumer Confidence,,2016-01-11 11:44:47 AM,2015-09-08 11:30:00 PM,False,0001-01-01 12:00:00 AM,"-5,6",0,0,0,0,0,0,-2147483648,"-5,6",AU,AU Consumer Confidence,131
196,AU Consumer Confidence,,2016-01-11 11:44:47 AM,2015-10-13 11:30:00 PM,False,0001-01-01 12:00:00 AM,"4,2",0,0,0,0,0,0,-2147483648,"4,2",AU,AU Consumer Confidence,131
197,AU Consumer Confidence,,2016-01-11 11:44:47 AM,2015-11-10 11:30:00 PM,False,0001-01-01 12:00:00 AM,"3,9",0,0,0,0,0,0,-2147483648,"3,9",AU,AU Consumer Confidence,131
198,AU Consumer Confidence,,2016-01-11 11:44:47 AM,2015-12-08 11:30:00 PM,False,0001-01-01 12:00:00 AM,"-0,8",0,0,0,0,0,0,-2147483648,"-0,8",AU,AU Consumer Confidence,131
199,AU Building Approvals YoY,,2016-01-11 11:44:49 AM,2015-03-03 12:30:00 AM,False,0001-01-01 12:00:00 AM,"12,5",0,0,"-1,3","2,6","-6,4","-1,7",14,"13,8",AU,AU Building Approvals YoY,132
200,AU Building Approvals YoY,,2016-01-11 11:44:49 AM,2015-04-01 12:30:00 AM,False,0001-01-01 12:00:00 AM,"17,8",0,0,"10,4",14,"6,1","10,7",15,"7,4",AU,AU Building Approvals YoY,132
201,AU Building Approvals YoY,,2016-01-11 11:44:49 AM,2015-05-04 12:30:00 AM,False,0001-01-01 12:00:00 AM,"31,2",0,0,"17,4","23,9","13,2","16,7",17,"13,8",AU,AU Building Approvals YoY,132
202,AU Building Approvals YoY,,2016-01-11 11:44:49 AM,2015-06-01 12:30:00 AM,False,0001-01-01 12:00:00 AM,"21,2",0,0,"20,8","25,1",15,"20,5",16,"0,399999999999999",AU,AU Building Approvals YoY,132
203,AU Building Approvals YoY,,2016-01-11 11:44:49 AM,2015-07-01 12:30:00 AM,False,0001-01-01 12:00:00 AM,"22,9",0,0,"13,5","17,4","8,3","14,4",18,"9,4",AU,AU Building Approvals YoY,132
204,AU Building Approvals YoY,,2016-01-11 11:44:49 AM,2015-07-30 12:30:00 AM,False,0001-01-01 12:00:00 AM,"15,5",0,0,"19,5","23,1","16,4","19,5",16,-4,AU,AU Building Approvals YoY,132
205,AU Building Approvals YoY,,2016-01-11 11:44:49 AM,2015-09-01 12:30:00 AM,False,0001-01-01 12:00:00 AM,"20,6",0,0,"9,8",15,"2,8","10,1",14,"10,8",AU,AU Building Approvals YoY,132
206,AU Building Approvals YoY,,2016-01-11 11:44:49 AM,2015-09-30 12:30:00 AM,False,0001-01-01 12:00:00 AM,"4,9",0,0,"7,5","10,8","4,7","7,4",16,"-2,6",AU,AU Building Approvals YoY,132
207,AU Building Approvals YoY,,2016-01-11 11:44:49 AM,2015-11-02 12:30:00 AM,False,0001-01-01 12:00:00 AM,"22,3",0,0,"23,6","27,8","15,4","24,1",15,"-1,3",AU,AU Building Approvals YoY,132
208,AU Building Approvals YoY,,2016-01-11 11:44:49 AM,2015-12-01 12:30:00 AM,False,0001-01-01 12:00:00 AM,"12,6",0,0,"6,2","10,3",3,"5,7",17,"6,4",AU,AU Building Approvals YoY,132
209,AU Building Approvals YoY,,2016-01-11 11:44:49 AM,2016-01-07 12:30:00 AM,False,0001-01-01 12:00:00 AM,"-8,4",0,0,4,"7,1",0,"3,9",11,"-12,4",AU,AU Building Approvals YoY,132
210,AU AiG Performance of Svcs Idx,,2016-01-11 11:44:50 AM,2015-02-03 10:30:00 PM,False,0001-01-01 12:00:00 AM,"49,9",0,0,0,0,0,0,-2147483648,"49,9",AU,AU AiG Performance of Svcs Idx,133
211,AU AiG Performance of Svcs Idx,,2016-01-11 11:44:50 AM,2015-03-03 10:30:00 PM,False,0001-01-01 12:00:00 AM,"51,7",0,0,0,0,0,0,-2147483648,"51,7",AU,AU AiG Performance of Svcs Idx,133
212,AU AiG Performance of Svcs Idx,,2016-01-11 11:44:50 AM,2015-04-06 10:30:00 PM,False,0001-01-01 12:00:00 AM,"50,2",0,0,0,0,0,0,-2147483648,"50,2",AU,AU AiG Performance of Svcs Idx,133
213,AU AiG Performance of Svcs Idx,,2016-01-11 11:44:50 AM,2015-05-04 10:30:00 PM,False,0001-01-01 12:00:00 AM,"49,7",0,0,0,0,0,0,-2147483648,"49,7",AU,AU AiG Performance of Svcs Idx,133
214,AU AiG Performance of Svcs Idx,,2016-01-11 11:44:50 AM,2015-06-02 10:30:00 PM,False,0001-01-01 12:00:00 AM,"49,6",0,0,0,0,0,0,-2147483648,"49,6",AU,AU AiG Performance of Svcs Idx,133
215,AU AiG Performance of Svcs Idx,,2016-01-11 11:44:50 AM,2015-07-02 10:30:00 PM,False,0001-01-01 12:00:00 AM,"51,2",0,0,0,0,0,0,-2147483648,"51,2",AU,AU AiG Performance of Svcs Idx,133
216,AU AiG Performance of Svcs Idx,,2016-01-11 11:44:50 AM,2015-08-04 10:30:00 PM,False,0001-01-01 12:00:00 AM,"54,1",0,0,0,0,0,0,-2147483648,"54,1",AU,AU AiG Performance of Svcs Idx,133
217,AU AiG Performance of Svcs Idx,,2016-01-11 11:44:50 AM,2015-09-02 10:30:00 PM,False,0001-01-01 12:00:00 AM,"55,6",0,0,0,0,0,0,-2147483648,"55,6",AU,AU AiG Performance of Svcs Idx,133
218,AU AiG Performance of Svcs Idx,,2016-01-11 11:44:50 AM,2015-10-04 10:30:00 PM,False,0001-01-01 12:00:00 AM,"52,3",0,0,0,0,0,0,-2147483648,"52,3",AU,AU AiG Performance of Svcs Idx,133
219,AU AiG Performance of Svcs Idx,,2016-01-11 11:44:50 AM,2015-11-03 10:30:00 PM,False,0001-01-01 12:00:00 AM,"48,9",0,0,0,0,0,0,-2147483648,"48,9",AU,AU AiG Performance of Svcs Idx,133
220,AU AiG Performance of Svcs Idx,,2016-01-11 11:44:50 AM,2015-12-02 10:30:00 PM,False,0001-01-01 12:00:00 AM,"48,2",0,0,0,0,0,0,-2147483648,"48,2",AU,AU AiG Performance of Svcs Idx,133
221,AU AiG Performance of Svcs Idx,,2016-01-11 11:44:50 AM,2016-01-05 10:30:00 PM,False,0001-01-01 12:00:00 AM,"46,3",0,0,0,0,0,0,-2147483648,"46,3",AU,AU AiG Performance of Svcs Idx,133
222,CA Building Permits MoM,,2016-01-11 11:44:52 AM,2015-03-06 01:30:00 PM,False,0001-01-01 12:00:00 AM,"-12,3",0,0,"-4,5",-2,"-10,4",-4,9,"-7,8",CA,CA Building Permits MoM,201
223,CA Building Permits MoM,,2016-01-11 11:44:52 AM,2015-04-09 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-0,3",0,0,"4,6","8,5","2,5","3,3",10,"-4,9",CA,CA Building Permits MoM,201
224,CA Building Permits MoM,,2016-01-11 11:44:52 AM,2015-05-07 12:30:00 PM,False,0001-01-01 12:00:00 AM,"13,6",0,0,"2,4","5,3",-3,2,9,"11,2",CA,CA Building Permits MoM,201
225,CA Building Permits MoM,,2016-01-11 11:44:52 AM,2015-06-08 12:30:00 PM,False,0001-01-01 12:00:00 AM,"12,1",0,0,"-4,3",2,"-8,8",-5,10,"16,4",CA,CA Building Permits MoM,201
226,CA Building Permits MoM,,2016-01-11 11:44:52 AM,2015-07-08 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-13,9",0,0,"-4,9",3,-10,-5,11,-9,CA,CA Building Permits MoM,201
227,CA Building Permits MoM,,2016-01-11 11:44:52 AM,2015-08-07 12:30:00 PM,False,0001-01-01 12:00:00 AM,"15,5",0,0,"4,9",12,1,5,7,"10,6",CA,CA Building Permits MoM,201
228,CA Building Permits MoM,,2016-01-11 11:44:52 AM,2015-09-09 12:30:00 PM,False,0001-01-01 12:00:00 AM,"0,7",0,0,"-4,8","0,5",-10,-5,9,"5,5",CA,CA Building Permits MoM,201
229,CA Building Permits MoM,,2016-01-11 11:44:52 AM,2015-10-07 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-3,6",0,0,0,"4,6",-6,"0,3",10,"-3,6",CA,CA Building Permits MoM,201
230,CA Building Permits MoM,,2016-01-11 11:44:52 AM,2015-11-06 01:30:00 PM,False,0001-01-01 12:00:00 AM,"-6,6",0,0,"1,8","8,8","-2,4","1,5",11,"-8,4",CA,CA Building Permits MoM,201
231,CA Building Permits MoM,,2016-01-11 11:44:52 AM,2015-12-08 01:30:00 PM,False,0001-01-01 12:00:00 AM,"9,9",0,0,"2,9",6,-1,"2,9",9,7,CA,CA Building Permits MoM,201
232,CA Building Permits MoM,,2016-01-11 11:44:52 AM,2016-01-08 01:30:00 PM,False,0001-01-01 12:00:00 AM,"-19,6",0,0,"-0,7",12,-11,"-2,9",11,"-18,9",CA,CA Building Permits MoM,201
233,CA CPI CORE MoM,,2016-01-11 11:44:53 AM,2015-02-26 01:30:00 PM,False,0001-01-01 12:00:00 AM,"0,2",0,0,"0,1","0,3","-0,1","0,1",20,"0,1",CA,CA CPI CORE MoM,202
234,CA CPI CORE MoM,,2016-01-11 11:44:53 AM,2015-03-20 12:30:00 PM,False,0001-01-01 12:00:00 AM,"0,6",0,0,"0,5","0,7","0,1","0,6",22,"0,1",CA,CA CPI CORE MoM,202
235,CA CPI CORE MoM,,2016-01-11 11:44:53 AM,2015-04-17 12:30:00 PM,False,0001-01-01 12:00:00 AM,"0,6",0,0,"0,3","0,4",0,"0,3",20,"0,3",CA,CA CPI CORE MoM,202
236,CA CPI CORE MoM,,2016-01-11 11:44:53 AM,2015-05-22 12:30:00 PM,False,0001-01-01 12:00:00 AM,"0,1",0,0,"0,1","0,3","-0,2","0,2",20,0,CA,CA CPI CORE MoM,202
237,CA CPI CORE MoM,,2016-01-11 11:44:53 AM,2015-06-19 12:30:00 PM,False,0001-01-01 12:00:00 AM,"0,4",0,0,"0,3","0,5","-0,1","0,3",22,"0,1",CA,CA CPI CORE MoM,202
238,CA CPI CORE MoM,,2016-01-11 11:44:53 AM,2015-07-17 12:30:00 PM,False,0001-01-01 12:00:00 AM,0,0,0,"-0,1","0,1","-0,4","-0,1",20,"0,1",CA,CA CPI CORE MoM,202
239,CA CPI CORE MoM,,2016-01-11 11:44:53 AM,2015-08-21 12:30:00 PM,False,0001-01-01 12:00:00 AM,0,0,0,0,"0,4","-0,5",0,24,0,CA,CA CPI CORE MoM,202
240,CA CPI CORE MoM,,2016-01-11 11:44:53 AM,2015-09-18 12:30:00 PM,False,0001-01-01 12:00:00 AM,"0,2",0,0,"0,2","0,6",0,"0,2",21,0,CA,CA CPI CORE MoM,202
241,CA CPI CORE MoM,,2016-01-11 11:44:53 AM,2015-10-23 12:30:00 PM,False,0001-01-01 12:00:00 AM,"0,2",0,0,"0,3","0,4",0,"0,3",22,"-0,1",CA,CA CPI CORE MoM,202
242,CA CPI CORE MoM,,2016-01-11 11:44:53 AM,2015-11-20 01:30:00 PM,False,0001-01-01 12:00:00 AM,"0,3",0,0,"0,2","0,3","0,1","0,2",21,"0,1",CA,CA CPI CORE MoM,202
243,CA CPI CORE MoM,,2016-01-11 11:44:53 AM,2015-12-18 01:30:00 PM,False,0001-01-01 12:00:00 AM,"-0,3",0,0,0,"0,3","-0,6",0,21,"-0,3",CA,CA CPI CORE MoM,202
244,CA CPI CORE YoY,,2016-01-11 11:44:55 AM,2015-02-26 01:30:00 PM,False,0001-01-01 12:00:00 AM,"2,2",0,0,"2,1","2,2","1,9","2,1",18,"0,1",CA,CA CPI CORE YoY,203
245,CA CPI CORE YoY,,2016-01-11 11:44:55 AM,2015-03-20 12:30:00 PM,False,0001-01-01 12:00:00 AM,"2,1",0,0,"2,1","2,3","1,7","2,1",23,0,CA,CA CPI CORE YoY,203
246,CA CPI CORE YoY,,2016-01-11 11:44:55 AM,2015-04-17 12:30:00 PM,False,0001-01-01 12:00:00 AM,"2,4",0,0,"2,1","2,2","1,8","2,1",21,"0,3",CA,CA CPI CORE YoY,203
247,CA CPI CORE YoY,,2016-01-11 11:44:55 AM,2015-05-22 12:30:00 PM,False,0001-01-01 12:00:00 AM,"2,3",0,0,"2,3","2,5",2,"2,4",21,0,CA,CA CPI CORE YoY,203
248,CA CPI CORE YoY,,2016-01-11 11:44:55 AM,2015-06-19 12:30:00 PM,False,0001-01-01 12:00:00 AM,"2,2",0,0,"2,1","2,3","1,7","2,1",22,"0,1",CA,CA CPI CORE YoY,203
249,CA CPI CORE YoY,,2016-01-11 11:44:55 AM,2015-07-17 12:30:00 PM,False,0001-01-01 12:00:00 AM,"2,3",0,0,"2,1","2,3","1,9","2,2",20,"0,2",CA,CA CPI CORE YoY,203
