ID,Release,Header,DateCreated,DateTime,HasTime,ReportDate,Actual,Prior,Revision,Consensus,EstimateHigh,EstimateLow,EstimateMedian,EstimateNumber,Deviation,Country,ReleaseName,ReleaseID
355,CA IPPI MoM,,2016-01-11 11:45:11 AM,2015-04-29 12:30:00 PM,False,0001-01-01 12:00:00 AM,"0,18",0,0,"0,01","0,4","-0,2","-0,1",9,"0,17",CA,CA IPPI MoM,214
356,CA IPPI MoM,,2016-01-11 11:45:11 AM,2015-05-28 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-0,81",0,0,"-0,06","0,8","-0,8","-0,05",8,"-0,75",CA,CA IPPI MoM,214
357,CA IPPI MoM,,2016-01-11 11:45:11 AM,2015-06-29 12:30:00 PM,False,0001-01-01 12:00:00 AM,"0,46",0,0,"0,35",1,"-0,2","0,3",6,"0,11",CA,CA IPPI MoM,214
358,CA IPPI MoM,,2016-01-11 11:45:11 AM,2015-07-28 12:30:00 PM,False,0001-01-01 12:00:00 AM,"0,64",0,0,"0,29","0,5","-0,2","0,4",7,"0,35",CA,CA IPPI MoM,214
359,CA IPPI MoM,,2016-01-11 11:45:11 AM,2015-08-28 12:30:00 PM,False,0001-01-01 12:00:00 AM,"0,63",0,0,"0,08","0,6","-0,2",0,6,"0,55",CA,CA IPPI MoM,214
360,CA IPPI MoM,,2016-01-11 11:45:11 AM,2015-09-29 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-0,27",0,0,"-0,55","0,3","-1,8","-0,45",8,"0,28",CA,CA IPPI MoM,214
361,CA IPPI MoM,,2016-01-11 11:45:11 AM,2015-10-29 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-0,36",0,0,"-0,08","0,4","-0,7","-0,05",8,"-0,28",CA,CA IPPI MoM,214
362,CA IPPI MoM,,2016-01-11 11:45:11 AM,2015-11-27 01:30:00 PM,False,0001-01-01 12:00:00 AM,"-0,54",0,0,"-0,04","0,5","-0,5","-0,1",7,"-0,5",CA,CA IPPI MoM,214
363,CA IPPI MoM,,2016-01-11 11:45:11 AM,2016-01-05 01:30:00 PM,False,0001-01-01 12:00:00 AM,"-0,2",0,0,"-0,02","0,3","-0,54","0,05",8,"-0,18",CA,CA IPPI MoM,214
364,CA Ivey PMI SA,,2016-01-11 11:45:14 AM,2015-02-04 03:00:00 PM,False,0001-01-01 12:00:00 AM,"45,4",0,0,"53,13","54,8",51,"53,35",8,"-7,73",CA,CA Ivey PMI SA,216
365,CA Ivey PMI SA,,2016-01-11 11:45:14 AM,2015-03-05 03:00:00 PM,False,0001-01-01 12:00:00 AM,"49,7",0,0,"49,41","53,8","45,4","48,5",8,"0,290000000000006",CA,CA Ivey PMI SA,216
366,CA Ivey PMI SA,,2016-01-11 11:45:14 AM,2015-04-06 02:00:00 PM,False,0001-01-01 12:00:00 AM,"47,9",0,0,"49,87","52,5","47,5","49,85",6,"-1,97",CA,CA Ivey PMI SA,216
367,CA Ivey PMI SA,,2016-01-11 11:45:14 AM,2015-05-06 02:00:00 PM,False,0001-01-01 12:00:00 AM,"58,2",0,0,"49,7",53,47,"49,2",8,"8,5",CA,CA Ivey PMI SA,216
368,CA Ivey PMI SA,,2016-01-11 11:45:14 AM,2015-06-04 02:00:00 PM,False,0001-01-01 12:00:00 AM,"62,3",0,0,"55,94",60,52,55,7,"6,36",CA,CA Ivey PMI SA,216
369,CA Ivey PMI SA,,2016-01-11 11:45:14 AM,2015-07-06 02:00:00 PM,False,0001-01-01 12:00:00 AM,"55,9",0,0,"56,97",63,"54,8",56,7,"-1,07",CA,CA Ivey PMI SA,216
370,CA Ivey PMI SA,,2016-01-11 11:45:14 AM,2015-08-07 02:00:00 PM,False,0001-01-01 12:00:00 AM,"52,9",0,0,"52,3",58,"49,8","51,5",6,"0,600000000000001",CA,CA Ivey PMI SA,216
371,CA Ivey PMI SA,,2016-01-11 11:45:14 AM,2015-09-04 02:00:00 PM,False,0001-01-01 12:00:00 AM,58,0,0,"53,13",55,51,"53,25",4,"4,87",CA,CA Ivey PMI SA,216
372,CA Ivey PMI SA,,2016-01-11 11:45:14 AM,2015-10-06 02:00:00 PM,False,0001-01-01 12:00:00 AM,"53,7",0,0,"55,27",59,"52,4",54,7,"-1,57",CA,CA Ivey PMI SA,216
373,CA Ivey PMI SA,,2016-01-11 11:45:14 AM,2015-11-05 03:00:00 PM,False,0001-01-01 12:00:00 AM,"53,1",0,0,"53,62",56,50,54,6,"-0,519999999999996",CA,CA Ivey PMI SA,216
374,CA Ivey PMI SA,,2016-01-11 11:45:14 AM,2015-12-04 03:00:00 PM,False,0001-01-01 12:00:00 AM,"63,6",0,0,"52,84",55,51,53,5,"10,76",CA,CA Ivey PMI SA,216
375,CA Ivey PMI SA,,2016-01-11 11:45:14 AM,2016-01-07 03:00:00 PM,False,0001-01-01 12:00:00 AM,"49,9",0,0,"56,9","60,7",55,55,3,-7,CA,CA Ivey PMI SA,216
376,CA Labor Productivity QoQ,,2016-01-11 11:45:16 AM,2015-06-05 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-0,49",0,0,"-0,16","0,2","-0,4","-0,2",5,"-0,33",CA,CA Labor Productivity QoQ,217
377,CA Labor Productivity QoQ,,2016-01-11 11:45:16 AM,2015-09-04 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-0,87",0,0,"-0,6","-0,1","-0,8","-0,75",4,"-0,27",CA,CA Labor Productivity QoQ,217
378,CA Labor Productivity QoQ,,2016-01-11 11:45:16 AM,2015-12-04 01:30:00 PM,False,0001-01-01 12:00:00 AM,"0,14",0,0,"0,36","0,6","0,2","0,3",5,"-0,22",CA,CA Labor Productivity QoQ,217
379,CA New Housing Price Index,,2016-01-11 11:45:17 AM,2015-03-12 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-0,089",0,0,"0,088","0,2","-0,1","0,1",8,"-0,177",CA,CA New Housing Price Index,218
380,CA New Housing Price Index,,2016-01-11 11:45:17 AM,2015-04-09 12:30:00 PM,False,0001-01-01 12:00:00 AM,"0,178",0,0,"0,05","0,3","-0,1","0,05",8,"0,128",CA,CA New Housing Price Index,218
381,CA New Housing Price Index,,2016-01-11 11:45:17 AM,2015-05-14 12:30:00 PM,False,0001-01-01 12:00:00 AM,0,0,0,"0,111","0,2","0,1","0,1",9,"-0,111",CA,CA New Housing Price Index,218
382,CA New Housing Price Index,,2016-01-11 11:45:17 AM,2015-06-11 12:30:00 PM,False,0001-01-01 12:00:00 AM,"0,089",0,0,"0,117","0,2","-0,1","0,15",6,"-0,028",CA,CA New Housing Price Index,218
383,CA New Housing Price Index,,2016-01-11 11:45:17 AM,2015-07-09 12:30:00 PM,False,0001-01-01 12:00:00 AM,"0,178",0,0,"0,088","0,2",0,"0,1",8,"0,09",CA,CA New Housing Price Index,218
384,CA New Housing Price Index,,2016-01-11 11:45:17 AM,2015-08-13 12:30:00 PM,False,0001-01-01 12:00:00 AM,"0,266",0,0,"0,1","0,2",0,"0,1",7,"0,166",CA,CA New Housing Price Index,218
385,CA New Housing Price Index,,2016-01-11 11:45:17 AM,2015-09-10 12:30:00 PM,False,0001-01-01 12:00:00 AM,"0,088",0,0,"0,163","0,3",0,"0,2",8,"-0,075",CA,CA New Housing Price Index,218
386,CA New Housing Price Index,,2016-01-11 11:45:17 AM,2015-10-08 12:30:00 PM,False,0001-01-01 12:00:00 AM,"0,265",0,0,"0,157","0,2",0,"0,2",7,"0,108",CA,CA New Housing Price Index,218
387,CA New Housing Price Index,,2016-01-11 11:45:17 AM,2015-11-12 01:30:00 PM,False,0001-01-01 12:00:00 AM,"0,088",0,0,"0,157","0,3",0,"0,2",7,"-0,069",CA,CA New Housing Price Index,218
388,CA New Housing Price Index,,2016-01-11 11:45:17 AM,2015-12-10 01:30:00 PM,False,0001-01-01 12:00:00 AM,"0,3",0,0,"0,121","0,2","0,1","0,1",7,"0,179",CA,CA New Housing Price Index,218
389,CA Part Time Employment,,2016-01-11 11:45:18 AM,2015-02-06 01:30:00 PM,False,0001-01-01 12:00:00 AM,"47,2",0,0,0,0,0,0,2,"47,2",CA,CA Part Time Employment,219
390,CA Part Time Employment,,2016-01-11 11:45:18 AM,2015-03-13 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-34,9",0,0,0,0,0,0,1,"-34,9",CA,CA Part Time Employment,219
391,CA Part Time Employment,,2016-01-11 11:45:18 AM,2015-04-10 12:30:00 PM,False,0001-01-01 12:00:00 AM,"56,8",0,0,0,0,0,0,1,"56,8",CA,CA Part Time Employment,219
392,CA Part Time Employment,,2016-01-11 11:45:18 AM,2015-05-08 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-66,5",0,0,0,0,0,0,2,"-66,5",CA,CA Part Time Employment,219
393,CA Part Time Employment,,2016-01-11 11:45:18 AM,2015-06-05 12:30:00 PM,False,0001-01-01 12:00:00 AM,"27,9",0,0,"23,33",50,-20,40,3,"4,57",CA,CA Part Time Employment,219
394,CA Part Time Employment,,2016-01-11 11:45:18 AM,2015-07-10 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-71,2",0,0,0,0,0,0,1,"-71,2",CA,CA Part Time Employment,219
395,CA Part Time Employment,,2016-01-11 11:45:18 AM,2015-08-07 12:30:00 PM,False,0001-01-01 12:00:00 AM,"23,9",0,0,0,0,0,0,2,"23,9",CA,CA Part Time Employment,219
396,CA Part Time Employment,,2016-01-11 11:45:18 AM,2015-09-04 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-42,4",0,0,0,0,0,0,1,"-42,4",CA,CA Part Time Employment,219
397,CA Part Time Employment,,2016-01-11 11:45:18 AM,2015-10-09 12:30:00 PM,False,0001-01-01 12:00:00 AM,74,0,0,0,0,0,0,1,74,CA,CA Part Time Employment,219
398,CA Part Time Employment,,2016-01-11 11:45:18 AM,2015-11-06 01:30:00 PM,False,0001-01-01 12:00:00 AM,"35,4",0,0,0,0,0,0,1,"35,4",CA,CA Part Time Employment,219
399,CA Part Time Employment,,2016-01-11 11:45:18 AM,2015-12-04 01:30:00 PM,False,0001-01-01 12:00:00 AM,"-72,3",0,0,0,0,0,0,1,"-72,3",CA,CA Part Time Employment,219
400,CA Part Time Employment,,2016-01-11 11:45:18 AM,2016-01-08 01:30:00 PM,False,0001-01-01 12:00:00 AM,"29,2",0,0,0,0,0,0,1,"29,2",CA,CA Part Time Employment,219
401,CA Participation Rate,,2016-01-11 11:45:20 AM,2015-02-06 01:30:00 PM,False,0001-01-01 12:00:00 AM,"65,7",0,0,"65,7","65,7","65,7","65,7",4,0,CA,CA Participation Rate,220
402,CA Participation Rate,,2016-01-11 11:45:20 AM,2015-03-13 12:30:00 PM,False,0001-01-01 12:00:00 AM,"65,8",0,0,"65,7","65,7","65,7","65,7",3,"0,0999999999999943",CA,CA Participation Rate,220
403,CA Participation Rate,,2016-01-11 11:45:20 AM,2015-04-10 12:30:00 PM,False,0001-01-01 12:00:00 AM,"65,9",0,0,0,0,0,0,1,"65,9",CA,CA Participation Rate,220
404,CA Participation Rate,,2016-01-11 11:45:20 AM,2015-05-08 12:30:00 PM,False,0001-01-01 12:00:00 AM,"65,8",0,0,"65,87","65,9","65,8","65,9",3,"-0,0700000000000074",CA,CA Participation Rate,220
405,CA Participation Rate,,2016-01-11 11:45:20 AM,2015-06-05 12:30:00 PM,False,0001-01-01 12:00:00 AM,"65,9",0,0,"65,82","65,9","65,8","65,8",5,"0,0800000000000125",CA,CA Participation Rate,220
406,CA Participation Rate,,2016-01-11 11:45:20 AM,2015-07-10 12:30:00 PM,False,0001-01-01 12:00:00 AM,"65,8",0,0,0,0,0,0,2,"65,8",CA,CA Participation Rate,220
407,CA Participation Rate,,2016-01-11 11:45:20 AM,2015-08-07 12:30:00 PM,False,0001-01-01 12:00:00 AM,"65,7",0,0,"65,87","65,9","65,8","65,9",3,"-0,170000000000002",CA,CA Participation Rate,220
408,CA Participation Rate,,2016-01-11 11:45:20 AM,2015-09-04 12:30:00 PM,False,0001-01-01 12:00:00 AM,"65,9",0,0,"60,8","65,7",51,"65,7",3,"5,10000000000001",CA,CA Participation Rate,220
409,CA Participation Rate,,2016-01-11 11:45:20 AM,2015-10-09 12:30:00 PM,False,0001-01-01 12:00:00 AM,"65,9",0,0,"65,83","65,9","65,8","65,8",3,"0,0700000000000074",CA,CA Participation Rate,220
410,CA Participation Rate,,2016-01-11 11:45:20 AM,2015-11-06 01:30:00 PM,False,0001-01-01 12:00:00 AM,66,0,0,"65,84","65,9","65,8","65,8",5,"0,159999999999997",CA,CA Participation Rate,220
411,CA Participation Rate,,2016-01-11 11:45:20 AM,2015-12-04 01:30:00 PM,False,0001-01-01 12:00:00 AM,"65,8",0,0,"65,92",66,"65,9","65,9",5,"-0,120000000000005",CA,CA Participation Rate,220
412,CA Participation Rate,,2016-01-11 11:45:20 AM,2016-01-08 01:30:00 PM,False,0001-01-01 12:00:00 AM,"65,9",0,0,"65,82","65,86","65,8","65,8",4,"0,0800000000000125",CA,CA Participation Rate,220
413,CA RMPI MoM,,2016-01-11 11:45:21 AM,2015-03-03 01:30:00 PM,False,0001-01-01 12:00:00 AM,"-7,85",0,0,"-6,33",-4,-9,"-6,25",6,"-1,52",CA,CA RMPI MoM,221
414,CA RMPI MoM,,2016-01-11 11:45:21 AM,2015-03-30 12:30:00 PM,False,0001-01-01 12:00:00 AM,"6,08",0,0,"4,22",7,"0,8","4,5",6,"1,86",CA,CA RMPI MoM,221
415,CA RMPI MoM,,2016-01-11 11:45:21 AM,2015-04-29 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-1,25",0,0,"-2,12",-2,"-2,7",-2,6,"0,87",CA,CA RMPI MoM,221
416,CA RMPI MoM,,2016-01-11 11:45:21 AM,2015-05-28 12:30:00 PM,False,0001-01-01 12:00:00 AM,"3,91",0,0,"1,32",2,"0,3","1,2",5,"2,59",CA,CA RMPI MoM,221
417,CA RMPI MoM,,2016-01-11 11:45:21 AM,2015-06-29 12:30:00 PM,False,0001-01-01 12:00:00 AM,"4,47",0,0,"3,93",5,"1,7","4,5",4,"0,54",CA,CA RMPI MoM,221
418,CA RMPI MoM,,2016-01-11 11:45:21 AM,2015-07-28 12:30:00 PM,False,0001-01-01 12:00:00 AM,"0,19",0,0,"0,68","1,5","-1,3",1,5,"-0,49",CA,CA RMPI MoM,221
419,CA RMPI MoM,,2016-01-11 11:45:21 AM,2015-08-28 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-5,92",0,0,"-3,2","0,7",-5,"-4,25",4,"-2,72",CA,CA RMPI MoM,221
420,CA RMPI MoM,,2016-01-11 11:45:21 AM,2015-09-29 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-6,81",0,0,-7,-5,-8,"-7,5",4,"0,19",CA,CA RMPI MoM,221
421,CA RMPI MoM,,2016-01-11 11:45:21 AM,2015-10-29 12:30:00 PM,False,0001-01-01 12:00:00 AM,"2,44",0,0,"0,92","2,5","-0,8","1,1",6,"1,52",CA,CA RMPI MoM,221
422,CA RMPI MoM,,2016-01-11 11:45:21 AM,2015-11-27 01:30:00 PM,False,0001-01-01 12:00:00 AM,0,0,0,"0,16","1,2",-2,"0,3",5,"-0,16",CA,CA RMPI MoM,221
423,CA RMPI MoM,,2016-01-11 11:45:21 AM,2016-01-05 01:30:00 PM,False,0001-01-01 12:00:00 AM,-4,0,0,"-2,13","0,7","-3,5","-2,5",6,"-1,87",CA,CA RMPI MoM,221
424,CA RS CORE MoM,,2016-01-11 11:45:23 AM,2015-03-20 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-1,5",0,0,"-0,4","0,7",-1,"-0,5",18,"-1,1",CA,CA RS CORE MoM,222
425,CA RS CORE MoM,,2016-01-11 11:45:23 AM,2015-04-17 12:30:00 PM,False,0001-01-01 12:00:00 AM,"1,9",0,0,"0,7","1,5","-0,1","0,7",17,"1,2",CA,CA RS CORE MoM,222
426,CA RS CORE MoM,,2016-01-11 11:45:23 AM,2015-05-22 12:30:00 PM,False,0001-01-01 12:00:00 AM,"0,8",0,0,"0,3","0,8",-1,"0,4",18,"0,5",CA,CA RS CORE MoM,222
427,CA RS CORE MoM,,2016-01-11 11:45:23 AM,2015-06-19 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-0,5",0,0,"0,3","0,8","0,1","0,3",17,"-0,8",CA,CA RS CORE MoM,222
428,CA RS CORE MoM,,2016-01-11 11:45:23 AM,2015-07-23 12:30:00 PM,False,0001-01-01 12:00:00 AM,"0,7",0,0,"0,8","1,2","0,3","0,8",17,"-0,1",CA,CA RS CORE MoM,222
429,CA RS CORE MoM,,2016-01-11 11:45:23 AM,2015-08-21 12:30:00 PM,False,0001-01-01 12:00:00 AM,"0,5",0,0,"0,5","0,9","0,2","0,5",19,0,CA,CA RS CORE MoM,222
430,CA RS CORE MoM,,2016-01-11 11:45:23 AM,2015-09-23 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-0,1",0,0,"0,4","0,8","0,2","0,5",14,"-0,5",CA,CA RS CORE MoM,222
431,CA RS CORE MoM,,2016-01-11 11:45:23 AM,2015-10-22 12:30:00 PM,False,0001-01-01 12:00:00 AM,0,0,0,"0,1","0,5","-0,1","0,2",16,"-0,1",CA,CA RS CORE MoM,222
432,CA RS CORE MoM,,2016-01-11 11:45:23 AM,2015-11-20 01:30:00 PM,False,0001-01-01 12:00:00 AM,"-0,4",0,0,"-0,3","0,6","-0,8","-0,4",17,"-0,1",CA,CA RS CORE MoM,222
433,CA RS CORE MoM,,2016-01-11 11:45:23 AM,2015-12-23 01:30:00 PM,False,0001-01-01 12:00:00 AM,0,0,0,"0,4",1,0,"0,4",16,"-0,4",CA,CA RS CORE MoM,222
434,CA RS HDLN MoM,,2016-01-11 11:45:24 AM,2015-03-20 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-1,4",0,0,"-0,6","0,5","-1,3","-0,8",19,"-0,8",CA,CA RS HDLN MoM,223
435,CA RS HDLN MoM,,2016-01-11 11:45:24 AM,2015-04-17 12:30:00 PM,False,0001-01-01 12:00:00 AM,"1,6",0,0,"0,4","1,1","-0,4","0,5",17,"1,2",CA,CA RS HDLN MoM,223
436,CA RS HDLN MoM,,2016-01-11 11:45:24 AM,2015-05-22 12:30:00 PM,False,0001-01-01 12:00:00 AM,1,0,0,"0,2",1,"-0,7","0,3",18,"0,8",CA,CA RS HDLN MoM,223
437,CA RS HDLN MoM,,2016-01-11 11:45:24 AM,2015-06-19 12:30:00 PM,False,0001-01-01 12:00:00 AM,0,0,0,"0,7","1,4","0,4","0,7",18,"-0,7",CA,CA RS HDLN MoM,223
438,CA RS HDLN MoM,,2016-01-11 11:45:24 AM,2015-07-23 12:30:00 PM,False,0001-01-01 12:00:00 AM,"0,9",0,0,"0,5","0,9","0,2","0,6",18,"0,4",CA,CA RS HDLN MoM,223
439,CA RS HDLN MoM,,2016-01-11 11:45:24 AM,2015-08-21 12:30:00 PM,False,0001-01-01 12:00:00 AM,"0,4",0,0,"0,2","0,7","-0,5","0,2",20,"0,2",CA,CA RS HDLN MoM,223
440,CA RS HDLN MoM,,2016-01-11 11:45:24 AM,2015-09-23 12:30:00 PM,False,0001-01-01 12:00:00 AM,"0,5",0,0,"0,8","1,4","0,2","0,7",15,"-0,3",CA,CA RS HDLN MoM,223
441,CA RS HDLN MoM,,2016-01-11 11:45:24 AM,2015-10-22 12:30:00 PM,False,0001-01-01 12:00:00 AM,"0,5",0,0,"0,1","0,5","-0,2","0,1",19,"0,4",CA,CA RS HDLN MoM,223
442,CA RS HDLN MoM,,2016-01-11 11:45:24 AM,2015-11-20 01:30:00 PM,False,0001-01-01 12:00:00 AM,"-0,4",0,0,0,"0,6","-0,8","0,1",18,"-0,4",CA,CA RS HDLN MoM,223
443,CA RS HDLN MoM,,2016-01-11 11:45:24 AM,2015-12-23 01:30:00 PM,False,0001-01-01 12:00:00 AM,"0,1",0,0,"0,4",1,"-0,2","0,4",17,"-0,3",CA,CA RS HDLN MoM,223
444,CA Trade Balance,,2016-01-11 11:45:26 AM,2015-03-06 01:30:00 PM,False,0001-01-01 12:00:00 AM,"-1,621",0,0,"-1,159","-0,07",-3,-1,18,"-0,462",CA,CA Trade Balance,224
445,CA Trade Balance,,2016-01-11 11:45:26 AM,2015-04-02 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-2,013",0,0,"-2,006","-1,5","-2,5",-2,17,"-0,00700000000000012",CA,CA Trade Balance,224
446,CA Trade Balance,,2016-01-11 11:45:26 AM,2015-05-05 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-3,724",0,0,"-0,795","-0,4","-1,33","-0,8",15,"-2,929",CA,CA Trade Balance,224
447,CA Trade Balance,,2016-01-11 11:45:26 AM,2015-06-03 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-2,675",0,0,"-2,147","-1,5","-2,65","-2,15",16,"-0,528",CA,CA Trade Balance,224
448,CA Trade Balance,,2016-01-11 11:45:26 AM,2015-07-07 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-2,718",0,0,"-2,586","-1,2",-4,"-2,55",18,"-0,132",CA,CA Trade Balance,224
449,CA Trade Balance,,2016-01-11 11:45:26 AM,2015-08-05 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-0,921",0,0,"-2,931","-2,5",-4,"-2,9",16,"2,01",CA,CA Trade Balance,224
450,CA Trade Balance,,2016-01-11 11:45:26 AM,2015-09-03 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-0,36",0,0,"-1,266","-0,35","-2,5","-1,2",15,"0,906",CA,CA Trade Balance,224
451,CA Trade Balance,,2016-01-11 11:45:26 AM,2015-10-06 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-2,22",0,0,"-1,227","-0,3",-2,"-1,2",18,"-0,993",CA,CA Trade Balance,224
452,CA Trade Balance,,2016-01-11 11:45:26 AM,2015-11-04 01:30:00 PM,False,0001-01-01 12:00:00 AM,"-2,113",0,0,"-1,683","-1,2","-2,1","-1,75",16,"-0,43",CA,CA Trade Balance,224
453,CA Trade Balance,,2016-01-11 11:45:26 AM,2015-12-04 01:30:00 PM,False,0001-01-01 12:00:00 AM,"-2,488",0,0,"-1,636","-0,8","-2,3","-1,7",17,"-0,852",CA,CA Trade Balance,224
454,CA Trade Balance,,2016-01-11 11:45:26 AM,2016-01-06 01:30:00 PM,False,0001-01-01 12:00:00 AM,"-1,99",0,0,"-2,613","-1,8","-3,3","-2,6",15,"0,623",CA,CA Trade Balance,224
455,CA Unemployment Rate,,2016-01-11 11:45:27 AM,2015-02-06 01:30:00 PM,False,0001-01-01 12:00:00 AM,"6,6",0,0,"6,71","6,8","6,6","6,7",21,"-0,11",CA,CA Unemployment Rate,225
456,CA Unemployment Rate,,2016-01-11 11:45:27 AM,2015-03-13 12:30:00 PM,False,0001-01-01 12:00:00 AM,"6,8",0,0,"6,66","6,8","6,6","6,7",21,"0,14",CA,CA Unemployment Rate,225
457,CA Unemployment Rate,,2016-01-11 11:45:27 AM,2015-04-10 12:30:00 PM,False,0001-01-01 12:00:00 AM,"6,8",0,0,"6,85",7,"6,7","6,9",21,"-0,0499999999999998",CA,CA Unemployment Rate,225
458,CA Unemployment Rate,,2016-01-11 11:45:27 AM,2015-05-08 12:30:00 PM,False,0001-01-01 12:00:00 AM,"6,8",0,0,"6,88","6,9","6,7","6,9",20,"-0,0800000000000001",CA,CA Unemployment Rate,225
459,CA Unemployment Rate,,2016-01-11 11:45:27 AM,2015-06-05 12:30:00 PM,False,0001-01-01 12:00:00 AM,"6,8",0,0,"6,83","6,9","6,7","6,8",21,"-0,0300000000000002",CA,CA Unemployment Rate,225
460,CA Unemployment Rate,,2016-01-11 11:45:27 AM,2015-07-10 12:30:00 PM,False,0001-01-01 12:00:00 AM,"6,8",0,0,"6,86","6,9","6,7","6,9",20,"-0,0600000000000005",CA,CA Unemployment Rate,225
461,CA Unemployment Rate,,2016-01-11 11:45:27 AM,2015-08-07 12:30:00 PM,False,0001-01-01 12:00:00 AM,"6,8",0,0,"6,83","6,9","6,7","6,8",19,"-0,0300000000000002",CA,CA Unemployment Rate,225
462,CA Unemployment Rate,,2016-01-11 11:45:27 AM,2015-09-04 12:30:00 PM,False,0001-01-01 12:00:00 AM,7,0,0,"6,83","6,9","6,8","6,8",19,"0,17",CA,CA Unemployment Rate,225
463,CA Unemployment Rate,,2016-01-11 11:45:27 AM,2015-10-09 12:30:00 PM,False,0001-01-01 12:00:00 AM,"7,1",0,0,"6,96","7,1","6,9",7,19,"0,14",CA,CA Unemployment Rate,225
464,CA Unemployment Rate,,2016-01-11 11:45:27 AM,2015-11-06 01:30:00 PM,False,0001-01-01 12:00:00 AM,7,0,0,"7,07","7,2","6,9","7,1",21,"-0,0700000000000003",CA,CA Unemployment Rate,225
465,CA Unemployment Rate,,2016-01-11 11:45:27 AM,2015-12-04 01:30:00 PM,False,0001-01-01 12:00:00 AM,"7,1",0,0,"7,05","7,2",7,7,23,"0,0499999999999998",CA,CA Unemployment Rate,225
466,CA Unemployment Rate,,2016-01-11 11:45:27 AM,2016-01-08 01:30:00 PM,False,0001-01-01 12:00:00 AM,"7,1",0,0,"7,09","7,2",7,"7,1",17,"0,00999999999999979",CA,CA Unemployment Rate,225
467,CA Current Account QoQ,,2016-01-11 11:45:29 AM,2015-05-28 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-19,102",0,0,"-18,55",-17,"-20,2","-18,6",14,"-0,552",CA,CA Current Account QoQ,226
468,CA Current Account QoQ,,2016-01-11 11:45:29 AM,2015-08-31 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-16,571",0,0,"-16,627",-15,"-17,8","-16,9",11,"0,0559999999999974",CA,CA Current Account QoQ,226
469,CA Current Account QoQ,,2016-01-11 11:45:29 AM,2015-11-30 01:30:00 PM,False,0001-01-01 12:00:00 AM,"-16,212",0,0,"-15,554",-14,"-20,6","-15,2",13,"-0,657999999999999",CA,CA Current Account QoQ,226
470,CA Mfg Shipments MoM,,2016-01-11 11:45:31 AM,2015-03-17 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-3,94",0,0,"-1,11","0,7","-2,5","-1,15",18,"-2,83",CA,CA Mfg Shipments MoM,228
471,CA Mfg Shipments MoM,,2016-01-11 11:45:31 AM,2015-04-15 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-2,05",0,0,"0,03","1,4","-1,2","0,05",16,"-2,08",CA,CA Mfg Shipments MoM,228
472,CA Mfg Shipments MoM,,2016-01-11 11:45:31 AM,2015-05-15 12:30:00 PM,False,0001-01-01 12:00:00 AM,"3,02",0,0,"1,31",3,"0,4",1,16,"1,71",CA,CA Mfg Shipments MoM,228
473,CA Mfg Shipments MoM,,2016-01-11 11:45:31 AM,2015-06-15 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-1,35",0,0,"-0,43","0,7",-2,"-0,5",18,"-0,92",CA,CA Mfg Shipments MoM,228
474,CA Mfg Shipments MoM,,2016-01-11 11:45:31 AM,2015-07-15 12:30:00 PM,False,0001-01-01 12:00:00 AM,"0,51",0,0,"0,22","1,2","-0,7","0,3",17,"0,29",CA,CA Mfg Shipments MoM,228
475,CA Mfg Shipments MoM,,2016-01-11 11:45:31 AM,2015-08-14 12:30:00 PM,False,0001-01-01 12:00:00 AM,"1,7",0,0,"2,17",4,"-0,7","2,7",17,"-0,47",CA,CA Mfg Shipments MoM,228
476,CA Mfg Shipments MoM,,2016-01-11 11:45:31 AM,2015-09-16 12:30:00 PM,False,0001-01-01 12:00:00 AM,"1,6",0,0,"1,25","2,8","-0,3","1,1",15,"0,35",CA,CA Mfg Shipments MoM,228
